customer_id,recency,frequency,monetary_value,CLTV,segment,lifetime_days
USER_005345,138,2,601.91,1203.84,Inactive,60
USER_005346,71,1,473.32,946.64,Inactive,1
USER_005347,18,3,394.97,789.96,Potential regulars,302
USER_005348,14,3,634.2,1691.2,Potential regulars,251
USER_005349,15,3,1132.57,2265.12,Potential regulars,302
USER_005350,14,3,1169.95,3899.8,Potential regulars,224
USER_005351,77,3,1028.28,3427.6,At Risk,163
USER_005352,24,5,1423.86,4556.32,At Risk,197
USER_005353,22,4,1366.12,4098.36,At Risk,235
USER_005354,277,1,343.61,687.22,Inactive,1
USER_005355,17,1,273.05,546.1,Potential regulars,1
USER_005356,8,5,1123.31,2246.6,Potential regulars,331
USER_005357,41,2,301.04,602.08,Inactive,141
USER_005358,45,3,876.98,2338.64,Inactive,262
USER_005359,28,2,590.52,1181.04,Inactive,23
USER_005360,5,6,1939.29,4524.94,Potential regulars,315
USER_005361,79,5,1481.1,3554.64,At Risk,209
USER_005362,15,2,385.32,770.64,Potential regulars,278
USER_005363,143,9,2287.91,5084.2,Inactive,201
USER_005364,4,2,851.87,1703.72,Potential regulars,245
USER_005365,12,1,149.29,298.58,Potential regulars,1
USER_005366,99,1,189.2,378.4,Inactive,1
USER_005367,147,3,782.28,2086.08,Inactive,106
USER_005368,130,4,1239.16,3717.48,Inactive,118
USER_005369,158,2,174.65,349.28,Inactive,74
USER_005370,167,2,307.25,614.48,Inactive,91
USER_005371,71,2,649.81,1299.6,Inactive,191
USER_005372,34,4,829.21,1658.4,Inactive,326
USER_005373,73,1,401.95,803.9,Inactive,1
USER_005374,55,6,1834.93,4281.48,At Risk,262
USER_005375,116,2,560.31,1120.6,Inactive,26
USER_005376,14,6,1342.98,4028.94,Potential regulars,219
USER_005377,19,3,590.28,1180.56,Potential regulars,298
USER_005378,170,1,51.82,103.64,Inactive,1
USER_005379,109,2,619.84,1239.68,Inactive,28
USER_005380,18,3,507.56,1015.14,Potential regulars,298
USER_005381,34,4,674.34,2022.96,At Risk,205
USER_005383,10,6,1406.81,3282.58,Potential regulars,309
USER_005384,14,3,1018.15,11538.92,Potential regulars,50
USER_005385,348,1,132.75,265.5,Inactive,1
USER_005386,14,5,1466.26,3519.0,Potential regulars,304
USER_005387,43,2,193.04,386.08,Inactive,31
USER_005388,23,2,240.89,481.76,Inactive,319
USER_005389,17,5,1787.33,4289.64,Potential regulars,311
USER_005390,19,8,1719.31,3438.56,Potential regulars,345
USER_005391,32,1,214.63,429.26,Inactive,1
USER_005392,219,2,538.24,1076.48,Inactive,126
USER_005393,215,2,382.51,765.0,Inactive,96
USER_005394,8,6,1790.66,4178.16,Potential regulars,288
USER_005395,5,4,872.45,2617.32,Potential regulars,225
USER_005396,80,4,606.62,1213.2,Inactive,281
USER_005397,5,9,2141.08,4282.2,Potential regulars,352
USER_005398,322,2,402.84,805.68,Inactive,28
USER_005399,21,2,403.61,807.24,Potential regulars,66
USER_005400,9,8,2266.19,4532.32,Potential regulars,338
USER_005401,78,3,818.25,3273.0,At Risk,117
USER_005403,25,3,1084.74,7231.6,At Risk,83
USER_005405,199,3,466.8,1244.8,Inactive,84
USER_005406,68,4,740.84,1481.68,Inactive,283
USER_005407,98,5,1370.09,4384.32,Inactive,123
USER_005408,1,7,1148.72,2953.8,Potential regulars,278
USER_005409,35,3,483.32,1611.1,At Risk,170
USER_005410,10,8,1907.89,5246.78,Potential regulars,247
USER_005411,188,3,809.81,2159.52,Inactive,121
USER_005412,7,3,869.15,1738.32,Potential regulars,336
USER_005413,25,4,1077.48,2154.96,Inactive,332
USER_005414,213,6,1833.02,4277.0,Inactive,105
USER_005415,126,4,1002.47,3007.44,Inactive,122
USER_005416,106,2,348.24,696.48,Inactive,254
USER_005417,66,2,357.36,714.72,Inactive,150
USER_005418,39,5,1249.54,2499.1,At Risk,300
USER_005419,114,6,1639.0,3278.04,Inactive,247
USER_005420,9,4,1068.88,3206.64,Potential regulars,243
USER_005421,185,3,629.81,1259.64,Inactive,148
USER_005422,30,5,1154.24,2308.5,At Risk,307
USER_005423,14,6,1660.93,4982.76,Potential regulars,233
USER_005424,26,2,339.32,678.64,Inactive,245
USER_005425,44,2,481.23,962.44,Inactive,48
USER_005426,123,4,875.99,2628.0,Inactive,123
USER_005427,26,1,263.0,526.0,Inactive,1
USER_005428,19,4,1259.11,3777.36,Potential regulars,242
USER_005429,50,5,1590.07,3816.12,At Risk,272
USER_005430,7,3,777.14,2590.5,Potential regulars,223
USER_005431,9,2,770.45,1540.92,Potential regulars,255
USER_005432,18,4,1660.32,4150.8,Potential regulars,283
USER_005433,29,4,966.09,2898.24,At Risk,226
USER_005434,83,3,532.91,2486.96,At Risk,85
USER_005435,22,3,1465.95,5863.8,At Risk,160
USER_005436,87,5,565.34,1130.7,At Risk,271
USER_005437,14,5,2173.56,6085.94,Potential regulars,244
USER_005438,291,1,193.51,387.02,Inactive,1
USER_005439,7,2,572.28,1144.56,Potential regulars,252
USER_005440,49,6,2284.44,6091.84,At Risk,231
USER_005441,18,4,1143.88,2859.7,Potential regulars,296
USER_005442,84,2,698.25,1396.52,Inactive,174
USER_005443,359,1,79.4,158.8,Inactive,1
USER_005444,8,2,351.74,703.48,Potential regulars,249
USER_005445,58,4,852.97,2132.4,At Risk,230
USER_005446,277,2,286.35,572.72,Inactive,27
USER_005447,63,2,864.71,1729.44,Inactive,10
USER_005448,85,2,405.13,810.24,Inactive,228
USER_005449,87,5,1399.13,2798.3,At Risk,261
USER_005450,12,3,1267.91,3381.12,Potential regulars,234
USER_005451,107,7,2471.35,4942.7,Inactive,241
USER_005454,24,7,2485.35,5680.8,At Risk,315
USER_005455,40,5,1264.3,2528.6,At Risk,295
USER_005456,105,7,2324.27,5312.64,Inactive,229
USER_005457,119,4,949.2,1898.4,Inactive,222
USER_005458,90,3,418.12,1114.96,Inactive,198
USER_005461,119,4,1146.95,2867.4,Inactive,202
USER_005462,184,3,444.45,888.9,Inactive,175
USER_005463,97,2,329.48,658.96,Inactive,91
USER_005464,15,5,1537.25,3689.4,Potential regulars,298
USER_005465,13,3,518.01,2762.72,Potential regulars,116
USER_005466,101,4,937.29,1874.56,Inactive,224
USER_005467,8,4,808.68,1617.36,Potential regulars,341
USER_005468,52,4,524.11,1834.42,At Risk,148
USER_005469,55,4,467.97,935.92,Inactive,302
USER_005470,71,1,177.43,354.86,Inactive,1
USER_005471,66,1,137.87,275.74,Inactive,1
USER_005472,90,1,271.68,543.36,Inactive,1
USER_005473,104,2,221.92,443.84,Inactive,223
USER_005474,72,6,1920.9,3841.8,At Risk,280
USER_005476,204,1,146.76,293.52,Inactive,1
USER_005477,18,8,2401.07,4802.08,Potential regulars,328
USER_005478,188,2,461.59,923.2,Inactive,83
USER_005479,3,5,1443.39,6928.32,Potential regulars,150
USER_005480,118,2,400.15,800.32,Inactive,142
USER_005481,121,1,340.92,681.84,Inactive,1
USER_005482,46,6,1114.68,2229.36,At Risk,320
USER_005483,45,5,924.06,1848.1,At Risk,311
USER_005484,50,2,601.63,1203.28,Inactive,65
USER_005485,9,2,211.06,422.12,Potential regulars,316
USER_005486,29,3,518.35,2418.92,At Risk,118
USER_005487,55,2,305.65,611.32,Inactive,122
USER_005488,58,3,494.57,989.16,Inactive,259
USER_005489,97,4,1556.68,4670.04,Inactive,166
USER_005490,68,3,711.1,1422.18,Inactive,247
USER_005491,160,4,1374.45,4123.32,Inactive,99
USER_005492,107,5,1095.76,2629.8,Inactive,223
USER_005493,245,1,118.76,237.52,Inactive,1
USER_005494,154,4,957.82,2394.5,Inactive,150
USER_005495,20,4,1064.02,3192.0,Potential regulars,229
USER_005496,61,3,517.76,1035.54,Inactive,262
USER_005497,120,2,665.92,1331.84,Inactive,24
USER_005498,116,4,713.33,2139.96,Inactive,124
USER_005499,85,3,358.84,717.66,Inactive,247
USER_005500,246,3,732.4,1464.78,Inactive,113
USER_005501,198,2,529.68,1059.36,Inactive,122
USER_005502,46,7,2033.93,5230.08,At Risk,251
USER_005504,42,5,762.81,1525.6,At Risk,314
USER_005505,108,4,663.87,1659.7,Inactive,182
USER_005506,113,2,499.91,999.84,Inactive,86
USER_005507,52,6,1670.68,6125.9,At Risk,152
USER_005508,135,1,135.42,270.84,Inactive,1
USER_005509,41,4,1467.51,4402.56,At Risk,223
USER_005510,18,1,419.72,839.44,Potential regulars,1
USER_005511,62,2,761.14,1522.28,Inactive,95
USER_005512,66,8,1267.11,2534.24,At Risk,288
USER_005515,25,4,947.58,3316.6,At Risk,198
USER_005516,143,7,1080.26,2160.48,Inactive,220
USER_005517,64,4,840.08,5040.48,At Risk,61
USER_005518,24,4,1848.63,5545.92,At Risk,215
USER_005519,70,6,1409.55,2819.04,At Risk,283
USER_005520,55,7,2653.55,6823.44,At Risk,243
USER_005521,56,3,752.82,1505.64,Inactive,269
USER_005522,157,1,201.78,403.56,Inactive,1
USER_005523,147,4,1248.85,3746.52,Inactive,84
USER_005525,21,3,888.71,4739.84,Potential regulars,112
USER_005526,76,3,1162.72,2325.42,Inactive,290
USER_005527,181,4,1207.25,2414.48,Inactive,173
USER_005528,205,3,1286.32,2572.62,Inactive,133
USER_005529,50,3,1044.72,2089.44,Inactive,306
USER_005530,111,2,797.24,1594.48,Inactive,180
USER_005531,105,5,1126.29,2252.6,Inactive,256
USER_005532,4,6,769.66,1795.92,Potential regulars,290
USER_005533,26,6,1712.9,3425.76,At Risk,318
USER_005534,173,1,513.77,1027.54,Inactive,1
USER_005535,10,10,3262.54,6525.0,Potential regulars,352
USER_005536,74,4,1311.28,2622.56,Inactive,267
USER_005538,9,5,839.03,2013.72,Potential regulars,291
USER_005539,66,4,765.77,1914.4,At Risk,211
USER_005540,4,5,1320.51,2641.0,Potential regulars,337
USER_005541,211,4,534.46,1068.96,Inactive,150
USER_005542,210,5,1299.32,2598.6,Inactive,134
USER_005543,6,2,560.31,1120.6,Potential regulars,119
USER_005544,76,3,488.5,976.98,Inactive,247
USER_005545,173,5,1474.28,2948.6,Inactive,171
USER_005546,127,1,456.67,913.34,Inactive,1
USER_005547,5,2,487.12,974.24,Potential regulars,183
USER_005548,21,2,457.12,914.24,Potential regulars,289
USER_005549,57,2,877.21,1754.44,Inactive,78
USER_005550,63,3,903.98,3615.96,At Risk,119
USER_005551,82,2,177.46,354.92,Inactive,95
USER_005552,70,4,1136.5,2841.3,At Risk,222
USER_005553,101,3,842.17,2245.76,Inactive,185
USER_005554,17,3,964.45,3214.8,Potential regulars,199
USER_005555,91,5,1216.65,2433.3,Inactive,242
USER_005556,333,1,128.71,257.42,Inactive,1
USER_005558,134,3,458.7,1223.2,Inactive,153
USER_005559,219,2,1053.73,2107.48,Inactive,112
USER_005560,281,2,343.91,687.8,Inactive,59
USER_005562,57,3,772.83,2060.88,Inactive,242
USER_005563,37,2,351.12,702.24,Inactive,186
USER_005564,37,1,491.15,982.3,Inactive,1
USER_005565,30,6,1541.78,3597.44,At Risk,282
USER_005566,80,5,2518.53,8059.36,At Risk,148
USER_005568,78,4,1476.86,3692.1,At Risk,237
USER_005569,212,2,1062.71,2125.4,Inactive,133
USER_005570,20,4,1354.47,4063.44,Potential regulars,235
USER_005571,17,4,1530.47,5356.68,Potential regulars,203
USER_005572,127,6,1745.67,3491.4,Inactive,232
USER_005573,100,4,908.16,1816.32,Inactive,261
USER_005574,215,2,324.57,649.16,Inactive,134
USER_005575,57,6,1106.58,2582.02,At Risk,260
USER_005576,14,4,994.32,2485.8,Potential regulars,294
USER_005577,22,3,610.26,1220.52,Inactive,339
USER_005578,16,2,364.16,728.32,Potential regulars,151
USER_005579,8,3,878.21,7025.76,Potential regulars,80
USER_005580,133,6,2616.32,5232.6,Inactive,217
USER_005581,8,3,946.79,6312.0,Potential regulars,101
USER_005582,251,3,773.23,1546.44,Inactive,67
USER_005583,34,3,585.16,1950.5,At Risk,170
USER_005584,5,4,1688.36,4220.9,Potential regulars,318
USER_005585,9,5,1324.22,2648.4,Potential regulars,328
USER_005587,339,2,653.92,1307.84,Inactive,26
USER_005588,46,2,701.32,1402.64,Inactive,232
USER_005589,15,3,1377.15,5508.6,Potential regulars,162
USER_005590,304,2,427.91,855.84,Inactive,6
USER_005591,56,6,1450.7,3384.92,At Risk,272
USER_005592,64,4,1332.78,3998.4,At Risk,191
USER_005593,62,2,328.94,657.88,Inactive,172
USER_005594,37,5,1538.68,3692.88,At Risk,264
USER_005595,267,2,441.5,883.0,Inactive,80
USER_005596,4,3,1190.21,2380.44,Potential regulars,328
USER_005597,209,2,183.55,367.12,Inactive,50
USER_005598,5,2,472.81,945.6,Potential regulars,137
USER_005599,137,2,511.34,1022.68,Inactive,127
USER_005600,27,6,1958.78,3917.52,At Risk,312
USER_005601,62,4,1384.66,2769.28,Inactive,277
USER_005602,147,3,884.48,2358.64,Inactive,113
USER_005603,18,5,2600.24,5200.5,Potential regulars,328
USER_005604,296,2,825.67,1651.32,Inactive,47
USER_005605,218,2,693.81,1387.6,Inactive,124
USER_005606,58,2,894.39,1788.8,Inactive,105
USER_005607,52,5,1461.39,2922.8,At Risk,310
USER_005608,25,8,2052.08,4617.18,At Risk,315
USER_005609,332,1,341.67,683.34,Inactive,1
USER_005610,172,3,1007.38,2686.32,Inactive,133
USER_005611,317,1,271.5,543.0,Inactive,1
USER_005612,107,1,511.57,1023.14,Inactive,1
USER_005613,16,5,1756.5,5620.8,Potential regulars,215
USER_005614,137,1,111.09,222.18,Inactive,1
USER_005615,208,4,1375.1,2750.16,Inactive,157
USER_005616,21,4,1035.55,3106.68,Potential regulars,242
USER_005617,4,3,738.72,5909.76,Potential regulars,87
USER_005618,61,3,896.93,2391.84,Inactive,249
USER_005619,344,1,155.37,310.74,Inactive,1
USER_005620,37,5,1612.98,6452.0,At Risk,147
USER_005621,56,5,1429.15,4001.62,At Risk,198
USER_005622,169,3,597.47,2389.92,Inactive,26
USER_005624,10,2,1114.07,2228.16,Potential regulars,134
USER_005625,313,1,470.75,941.5,Inactive,1
USER_005626,109,3,1159.22,3864.1,Inactive,122
USER_005627,7,6,1850.13,4316.9,Potential regulars,325
USER_005628,34,3,930.9,2482.4,Inactive,224
USER_005629,19,5,1078.57,2157.1,Potential regulars,337
USER_005630,11,3,535.36,1427.6,Potential regulars,257
USER_005631,344,1,734.87,1469.74,Inactive,1
USER_005632,50,2,409.43,818.88,Inactive,61
USER_005633,10,2,415.28,830.56,Potential regulars,1
USER_005634,70,7,2352.59,6049.44,At Risk,216
USER_005635,29,2,556.75,1113.52,Inactive,221
USER_005636,172,1,304.8,609.6,Inactive,1
USER_005637,21,4,1284.82,3854.52,Potential regulars,233
USER_005638,181,4,807.88,1615.76,Inactive,150
USER_005639,6,4,1272.69,2545.36,Potential regulars,344
USER_005640,244,3,444.74,889.5,Inactive,79
USER_005641,50,2,524.86,1049.72,Inactive,1
USER_005642,24,3,892.29,1784.58,Inactive,314
USER_005643,38,3,395.72,1319.1,At Risk,178
USER_005645,10,4,1037.14,3111.48,Potential regulars,217
USER_005647,5,2,770.85,1541.68,Potential regulars,320
USER_005648,112,3,864.01,2304.0,Inactive,153
USER_005649,13,7,1975.37,5079.6,Potential regulars,287
USER_005650,354,1,690.06,1380.12,Inactive,1
USER_005651,104,2,591.9,1183.8,Inactive,84
USER_005652,17,3,668.0,2672.04,Potential regulars,174
USER_005653,48,4,683.59,2050.8,At Risk,184
USER_005654,26,2,488.89,977.76,Inactive,160
USER_005655,14,4,718.78,9344.4,Potential regulars,43
USER_005656,188,2,280.63,561.24,Inactive,157
USER_005657,15,8,3511.39,7900.56,Potential regulars,294
USER_005658,46,5,1536.27,4301.5,At Risk,212
USER_005659,40,4,973.04,3405.64,At Risk,183
USER_005660,49,6,1090.69,2181.36,At Risk,315
USER_005661,6,5,1941.07,6211.36,Potential regulars,214
USER_005662,11,5,889.07,1778.1,Potential regulars,328
USER_005663,132,2,441.4,882.8,Inactive,117
USER_005664,116,3,442.36,1769.4,Inactive,74
USER_005665,7,5,1563.58,6254.4,Potential regulars,167
USER_005666,30,3,848.74,3394.92,At Risk,151
USER_005667,36,6,2753.39,5506.8,At Risk,330
USER_005668,26,5,981.48,1963.0,At Risk,331
USER_005669,308,4,1236.79,2473.6,Inactive,57
USER_005670,45,4,839.08,1678.16,Inactive,320
USER_005671,83,1,553.3,1106.6,Inactive,1
USER_005672,6,3,573.88,1912.9,Potential regulars,224
USER_005673,321,1,164.46,328.92,Inactive,1
USER_005674,7,2,394.9,789.8,Potential regulars,80
USER_005675,78,6,975.72,1951.44,At Risk,261
USER_005676,120,3,1152.97,3843.2,Inactive,98
USER_005677,10,3,1314.18,7885.08,Potential regulars,112
USER_005678,64,2,597.74,1195.48,Inactive,25
USER_005679,9,4,1642.79,4107.0,Potential regulars,270
USER_005680,67,3,979.99,1959.96,Inactive,288
USER_005681,84,1,130.27,260.54,Inactive,1
USER_005682,46,2,359.64,719.28,Inactive,178
USER_005683,72,5,992.82,2382.72,At Risk,239
USER_005684,85,2,366.99,733.96,Inactive,112
USER_005685,7,6,2057.0,4799.62,Potential regulars,325
USER_005686,280,3,451.97,903.96,Inactive,86
USER_005687,216,6,1558.33,3116.64,Inactive,135
USER_005688,101,5,1452.3,3485.52,Inactive,213
USER_005689,232,2,691.62,1383.24,Inactive,131
USER_005691,47,2,249.62,499.24,Inactive,95
USER_005692,32,3,934.27,2491.36,Inactive,223
USER_005693,202,3,425.95,851.88,Inactive,159
USER_005694,298,1,101.1,202.2,Inactive,1
USER_005695,13,9,2422.29,4844.52,Potential regulars,333
USER_005696,22,2,586.29,1172.56,Inactive,217
USER_005697,29,3,689.8,1839.44,Inactive,250
USER_005698,20,7,2278.76,5859.72,Potential regulars,272
USER_005699,84,4,928.82,2322.1,At Risk,223
USER_005700,9,3,736.42,2945.64,Potential regulars,187
USER_005701,63,4,1693.06,6772.16,At Risk,119
USER_005702,138,2,341.17,682.36,Inactive,182
USER_005703,23,2,450.23,900.48,Inactive,322
USER_005704,13,4,761.24,5709.3,Potential regulars,83
USER_005705,169,2,416.32,832.64,Inactive,138
USER_005706,20,3,797.49,2658.3,Potential regulars,213
USER_005707,51,6,1483.43,2966.88,At Risk,312
USER_005708,252,3,605.76,1211.52,Inactive,78
USER_005709,41,1,213.57,427.14,Inactive,1
USER_005710,26,2,427.93,855.84,Inactive,313
USER_005711,21,8,2161.19,4322.4,Potential regulars,333
USER_005713,92,1,195.08,390.16,Inactive,1
USER_005714,51,1,289.92,579.84,Inactive,1
USER_005715,331,1,154.68,309.36,Inactive,1
USER_005716,235,1,318.47,636.94,Inactive,1
USER_005717,158,4,2151.57,7530.46,Inactive,55
USER_005718,99,3,1283.53,2567.04,Inactive,230
USER_005719,143,4,778.76,1557.52,Inactive,209
USER_005720,164,2,329.92,659.84,Inactive,191
USER_005721,140,3,682.13,2728.56,Inactive,48
USER_005722,34,8,1435.5,3947.68,At Risk,234
USER_005723,27,3,606.72,1213.44,Inactive,290
USER_005724,224,2,885.35,1770.68,Inactive,138
USER_005725,15,6,1958.83,4570.58,Potential regulars,303
USER_005726,28,5,1198.33,2876.04,At Risk,272
USER_005727,35,6,1212.5,2829.12,At Risk,297
USER_005728,141,5,1013.62,2027.2,Inactive,216
USER_005729,56,2,476.88,953.76,Inactive,173
USER_005730,219,1,236.49,472.98,Inactive,1
USER_005731,69,3,638.23,1276.44,Inactive,277
USER_005732,19,4,973.52,3407.32,Potential regulars,185
USER_005733,69,3,834.49,1668.96,Inactive,259
USER_005734,10,2,352.32,704.64,Potential regulars,96
USER_005735,190,2,354.77,709.56,Inactive,104
USER_005736,46,6,1535.46,3582.74,At Risk,272
USER_005737,23,4,959.28,2398.2,At Risk,289
USER_005738,75,6,1749.69,3499.44,At Risk,288
USER_005739,92,4,669.58,1674.0,Inactive,211
USER_005740,7,3,1629.94,3259.86,Potential regulars,331
USER_005742,143,3,731.38,1950.32,Inactive,104
USER_005743,5,3,1032.05,13760.8,Potential regulars,49
USER_005744,120,3,862.39,2874.6,Inactive,115
USER_005745,15,3,730.25,7302.6,Potential regulars,56
USER_005746,28,1,308.92,617.84,Inactive,1
USER_005747,13,4,982.74,6387.68,Potential regulars,102
USER_005748,175,3,461.85,923.7,Inactive,184
USER_005749,213,3,1049.94,2799.84,Inactive,98
USER_005750,2,4,876.37,3943.62,Potential regulars,166
USER_005751,13,4,1754.84,3509.68,Potential regulars,331
USER_005752,17,2,236.34,472.68,Potential regulars,326
USER_005753,17,5,2088.18,5011.68,Potential regulars,294
USER_005754,66,2,347.62,695.24,Inactive,91
USER_005755,28,3,501.14,1002.3,Inactive,288
USER_005756,92,2,495.47,990.92,Inactive,66
USER_005757,216,3,831.86,1663.74,Inactive,108
USER_005758,52,3,849.08,2264.24,Inactive,204
USER_005759,29,8,1720.76,3441.44,At Risk,324
USER_005760,366,1,301.94,603.88,Inactive,1
USER_005761,8,2,1068.15,2136.28,Potential regulars,229
USER_005762,38,2,401.74,803.48,Inactive,114
USER_005763,21,5,1101.12,3523.52,Potential regulars,212
USER_005764,96,5,1004.98,3618.0,Inactive,106
USER_005765,28,4,650.41,2601.6,At Risk,147
USER_005767,67,6,2362.44,10237.24,At Risk,97
USER_005768,55,5,1304.9,3131.76,At Risk,238
USER_005769,27,2,317.29,634.56,Inactive,221
USER_005770,2,6,901.8,1803.6,Potential regulars,337
USER_005771,45,4,979.54,1959.12,Inactive,282
USER_005772,115,3,811.1,3785.18,Inactive,49
USER_005773,101,5,1301.76,3124.2,Inactive,216
USER_005774,99,3,694.42,1388.82,Inactive,246
USER_005775,253,3,630.49,1260.96,Inactive,84
USER_005776,167,2,437.34,874.68,Inactive,69
USER_005777,55,2,992.3,1984.6,Inactive,181
USER_005778,93,3,668.19,1336.38,Inactive,262
USER_005779,18,4,2001.4,4002.8,Potential regulars,339
USER_005780,225,1,517.42,1034.84,Inactive,1
USER_005781,31,4,1084.34,2168.72,Inactive,334
USER_005782,61,1,115.95,231.9,Inactive,1
USER_005783,133,3,723.03,1446.06,Inactive,233
USER_005784,30,1,137.94,275.88,Inactive,1
USER_005785,75,5,1725.51,4141.2,At Risk,238
USER_005786,133,1,132.5,265.0,Inactive,1
USER_005787,6,6,1895.09,3790.2,Potential regulars,342
USER_005788,83,3,692.62,2770.44,At Risk,113
USER_005789,75,3,769.4,1538.82,Inactive,258
USER_005790,25,2,270.24,540.48,Inactive,317
USER_005792,109,3,438.79,877.56,Inactive,248
USER_005793,34,6,1255.71,2929.92,At Risk,290
USER_005794,56,3,1917.43,5113.12,Inactive,249
USER_005795,256,2,409.09,818.16,Inactive,105
USER_005796,97,3,714.78,1906.08,Inactive,208
USER_005797,204,4,1295.04,3885.12,Inactive,57
USER_005798,32,4,1291.99,2584.0,Inactive,320
USER_005799,42,6,1683.35,3927.84,At Risk,293
USER_005800,41,2,364.15,728.28,Inactive,24
USER_005801,142,2,765.08,1530.16,Inactive,211
USER_005803,68,5,1409.34,4509.92,At Risk,172
USER_005804,15,3,1051.74,2804.64,Potential regulars,242
USER_005805,246,2,767.6,1535.2,Inactive,71
USER_005806,23,5,1463.73,2927.5,At Risk,329
USER_005807,10,3,678.3,2261.0,Potential regulars,233
USER_005808,63,6,1680.28,6161.1,At Risk,144
USER_005809,243,1,87.22,174.44,Inactive,1
USER_005810,104,4,782.31,1955.8,Inactive,176
USER_005811,174,7,1370.04,3131.52,Inactive,140
USER_005812,344,1,144.06,288.12,Inactive,1
USER_005813,113,2,404.54,809.08,Inactive,161
USER_005814,7,2,339.73,679.44,Potential regulars,349
USER_005815,7,3,568.43,1136.88,Potential regulars,306
USER_005816,21,3,991.7,1983.42,Potential regulars,344
USER_005817,41,6,1313.52,3502.72,At Risk,249
USER_005819,37,4,762.01,1524.0,Inactive,323
USER_005820,6,4,1666.24,4998.72,Potential regulars,229
USER_005821,107,4,936.14,2340.4,Inactive,214
USER_005822,6,9,2122.77,4717.2,Potential regulars,318
USER_005823,148,2,424.8,849.6,Inactive,203
USER_005824,27,7,1869.39,4272.96,At Risk,279
USER_005825,157,1,255.23,510.46,Inactive,1
USER_005826,63,5,1300.21,2600.4,At Risk,297
USER_005828,29,7,1846.31,4220.16,At Risk,299
USER_005829,83,5,1436.58,4597.12,At Risk,152
USER_005830,43,5,1436.46,2872.9,At Risk,292
USER_005831,64,5,1064.05,2553.72,At Risk,259
USER_005832,37,5,1056.65,2113.3,At Risk,300
USER_005833,139,3,644.52,1718.72,Inactive,126
USER_005834,121,2,488.95,977.88,Inactive,117
USER_005835,246,2,404.06,808.12,Inactive,78
USER_005836,113,5,1769.11,4953.48,Inactive,149
USER_005837,119,4,1813.9,3627.76,Inactive,233
USER_005838,21,2,673.63,1347.24,Potential regulars,233
USER_005839,23,3,656.56,1750.8,Inactive,288
USER_005840,67,4,914.04,1828.08,Inactive,294
USER_005841,168,2,620.19,1240.36,Inactive,139
USER_005842,15,7,1459.4,2918.86,Potential regulars,329
USER_005844,17,2,579.11,1158.24,Potential regulars,53
USER_005845,72,1,247.81,495.62,Inactive,1
USER_005846,36,4,1521.34,3803.3,At Risk,265
USER_005847,12,6,1021.57,2724.16,Potential regulars,264
USER_005848,171,2,236.46,472.92,Inactive,123
USER_005850,27,5,1172.07,3750.56,At Risk,208
USER_005851,113,2,249.14,498.28,Inactive,206
USER_005852,7,6,1427.37,2854.8,Potential regulars,344
USER_005854,24,2,258.01,516.04,Inactive,77
USER_005855,46,4,947.3,2841.84,At Risk,198
USER_005856,136,4,1321.44,2642.88,Inactive,229
USER_005857,13,4,1133.2,2833.0,Potential regulars,309
USER_005858,126,2,635.08,1270.16,Inactive,42
USER_005859,39,2,598.7,1197.4,Inactive,97
USER_005860,6,4,1597.26,3194.48,Potential regulars,336
USER_005861,23,4,1365.08,3412.7,At Risk,280
USER_005862,26,5,1331.95,2663.9,At Risk,340
USER_005863,59,3,624.75,1666.0,Inactive,236
USER_005864,51,8,1437.9,3594.8,At Risk,252
USER_005865,56,3,1017.87,2035.74,Inactive,289
USER_005866,37,4,1834.59,3669.2,Inactive,313
USER_005867,3,3,400.96,3742.2,Potential regulars,76
USER_005868,75,2,698.95,1397.92,Inactive,9
USER_005870,14,3,774.07,1548.12,Potential regulars,299
USER_005871,4,5,1377.76,3857.7,Potential regulars,243
USER_005872,8,3,517.6,4485.78,Potential regulars,78
USER_005873,107,3,845.6,1691.22,Inactive,220
USER_005874,40,3,839.25,9511.5,At Risk,23
USER_005875,92,3,731.5,2438.3,Inactive,144
USER_005876,154,4,1002.6,2005.2,Inactive,185
USER_005877,135,1,121.09,242.18,Inactive,1
USER_005878,57,4,855.92,1711.84,Inactive,297
USER_005879,11,6,2651.82,5303.64,Potential regulars,334
USER_005880,21,3,702.1,3744.48,Potential regulars,113
USER_005881,64,5,1143.54,2287.1,At Risk,301
USER_005882,30,5,1088.66,2177.3,At Risk,317
USER_005883,25,6,1826.28,6087.6,At Risk,204
USER_005884,8,4,654.12,1962.36,Potential regulars,242
USER_005885,73,7,1290.69,3318.84,At Risk,207
USER_005886,255,2,303.93,607.88,Inactive,82
USER_005887,21,3,1380.08,2760.18,Potential regulars,310
USER_005888,13,3,892.31,1784.64,Potential regulars,334
USER_005889,28,3,901.77,4809.44,At Risk,107
USER_005890,87,3,942.58,3770.28,At Risk,95
USER_005891,9,3,1053.79,7025.2,Potential regulars,101
USER_005892,44,4,1091.0,2727.5,At Risk,234
USER_005893,8,5,1178.72,2828.88,Potential regulars,303
USER_005894,17,2,425.23,850.48,Potential regulars,88
USER_005895,269,1,201.37,402.74,Inactive,1
USER_005896,7,4,729.12,8749.44,Potential regulars,54
USER_005897,232,1,129.25,258.5,Inactive,1
USER_005898,310,1,146.26,292.52,Inactive,1
USER_005899,84,2,320.92,641.84,Inactive,178
